Ime;Višinska_razlika;Zahtevnost;Čas
Stolpnik;610;lahka neoznačena steza;120
Stolpnik;610;lahka označena pot;120
Stolpnik;630;lahka označena pot;130
Stolpnik;590;lahka označena pot;135
Strana;161;lahka neoznačena steza;30
Stropnica;325;lahka označena pot;70
Stropnica;325;lahka označena pot;60
Stropnik;290;lahka označena pot;60
Štrukljev vrh;420;lahka označena pot;90
Struška;1050;lahka označena pot;180
Struška;800;lahka neoznačena steza;150
Struška;722;lahka neoznačena steza;135
Struška;969;lahka neoznačena steza;150
Struška;964;lahka neoznačena steza;180
Struška;984;lahka označena pot;165
Struška;1050;lahka neoznačena steza;195
Struška;975;lahka neoznačena steza;180
Studeniški grad;70;lahka označena pot;30
Studeniški grad;130;lahka označena pot;55
Studeniški grad;55;lahka označena pot;10
Šumahov vrh;315;lahka neoznačena steza;95
Šumahov vrh;820;lahka neoznačena steza;185
Šumahov vrh;591;lahka neoznačena steza;105
Šumahov vrh;90;lahka neoznačena steza;15
Sv. Ilija (Spodnje Dramlje);280;lahka označena pot;110
Sv. Ilija (Spodnje Dramlje);-14;lahka označena pot;10
Sv. Marija Magdalena (Dramlje);325;lahka označena pot;120
Sv. Marija Magdalena (Dramlje);9;lahka označena pot;5
Sv. Tomaž nad Vojnikom;175;lahka označena pot;60
Sv. Tomaž nad Vojnikom;158;lahka neoznačena steza;30
Sv. Uršula nad Dramljami;280;lahka označena pot;90
Sv. Uršula nad Dramljami;161;lahka označena pot;30
Sv. Uršula nad Dramljami;146;lahka označena pot;45
Svačica;1100;delno zahtevna označena pot;210
Svačica;883;lahka neoznačena steza, delno zahtevna označena pot;165
Svačica;1060;delno zahtevna označena pot;260
Svačica;801;delno zahtevna označena pot;150
Svačica;950;zahtevna označena pot;195
Svačica;1025;delno zahtevna označena pot;240
Svačica;950;zahtevna označena pot;195
Svačica;901;lahko brezpotje, delno zahtevna označena pot;165
Svačica;970;delno zahtevna označena pot;180
Sveta Ana (Ljubelj);3;lahka označena pot;7
Sveta Ana (Ljubelj);102;lahka neoznačena steza;20
Sveta Ana v Koprivni;10;lahka označena pot;15
Sveta Ana v Koprivni;25;lahka označena pot;60
Sveta Barbara v Zagradu;26;lahka neoznačena steza;5
Sveta Barbara v Zagradu;26;lahka neoznačena steza;6
Sveta Barbara v Zagradu;26;lahka označena pot;5
Sveta Marjeta na Boču;460;lahka označena pot;90
Sveta Marjeta na Boču;460;lahka označena pot;105
Sveti Donat;191;lahka označena pot;30
Sveti Duh pod Olševo;92;lahka označena pot;25
Sveti Jakob v Koprivni;276;lahka neoznačena steza;50
Sveti Jošt na Paškem Kozjaku;103;lahka označena pot;15
Sveti Mihael na Pečici;152;lahka označena pot;30
Sveti Mihael na Pečici;260;lahka označena pot;75
Sveti Miklavž (Sele);115;lahka neoznačena steza;55
Sveti Pankracij (Grajski grič);100;lahka neoznačena steza;20
Sveti Pankracij (Grajski grič);40;lahka neoznačena steza;15
Sveti Pankracij (Grajski grič);100;lahka neoznačena steza;15
Sveti Rok (Sele);265;lahka neoznačena steza;85
Sveti Rupert (Završe);255;lahka označena pot;85
Sveti Vid (Završe);240;lahka označena pot;70
Sveti Vid pod Jernejevim vrhom;5;lahka označena pot;10
Tamarča;840;lahka neoznačena steza;150
Tegoška planina;775;lahka označena pot;190
Tegoška planina;360;lahka neoznačena steza;130
Tegoška planina;760;lahka neoznačena steza;190
Tegoška planina;675;lahka neoznačena steza;150
Temnjak;150;lahka označena pot;25
Tolsta Košuta - Vzhodni vrh;807;delno zahtevna neoznačena pot;125
Tolsta Košuta - Zahodni vrh;830;delno zahtevna neoznačena pot;140
Tolsti vrh (pri Poljški planini);540;lahka označena pot, lahka neoznačena steza;100
Tolsti vrh (pri Poljški planini);365;lahka neoznačena steza;85
Tomčeva koča na Poljški planini;491;lahka označena pot;90
Tomčeva koča na Poljški planini;750;lahka označena pot;165
Tomčeva koča na Poljški planini;200;delno zahtevna označena pot;60
Tomčeva koča na Poljški planini;230;lahka neoznačena steza;40
Tomčeva koča na Poljški planini;605;lahka neoznačena steza;125
Tomčeva koča na Poljški planini;465;delno zahtevna neoznačena pot;165
Tomčeva koča na Poljški planini;695;lahka označena pot;165
Tomčeva koča na Poljški planini;325;lahka neoznačena steza;80
Toplar;1088;lahko brezpotje;185
Toplar;550;lahko brezpotje;105
Toplar;720;lahko brezpotje;120
Trupejevo poldne;971;lahka neoznačena steza;150
Trupejevo poldne;361;lahka neoznačena steza;75
Trupejevo poldne;1100;lahka neoznačena steza;240
Trupejevo poldne;1100;lahka neoznačena steza;240
Trupejevo poldne;991;lahka neoznačena steza;165
Trupejevo poldne;1020;zahtevna neoznačena steza;190
Trupejevo poldne;1390;zahtevna neoznačena steza;275
Trupejevo poldne;1355;zahtevna neoznačena steza;275
Turška jama v Gozdašnici;215;lahka neoznačena steza;40
Uršlja gora (Plešivec);627;lahka označena pot;105
Uršlja gora (Plešivec);930;lahka označena pot;150
Uršlja gora (Plešivec);1066;lahka označena pot;165
Uršlja gora (Plešivec);299;lahka označena pot;50
Uršlja gora (Plešivec);685;lahka označena pot;150
Uršlja gora (Plešivec);925;lahka označena pot;165
Uršlja gora (Plešivec);725;lahka označena pot;165
Uršlja gora (Plešivec);1066;lahka neoznačena steza;170
Uršlja gora (Plešivec);1066;lahka označena pot;180
Uršlja gora (Plešivec);685;lahka označena pot;135
Uršlja gora (Plešivec);1119;lahka označena pot;195
Uršlja gora (Plešivec);1450;lahka označena pot;330
Uršlja gora (Plešivec);1245;lahka označena pot;265
Uršlja gora (Plešivec);1450;lahka označena pot;315
Vajnež;824;lahka neoznačena steza;145
Vajnež;1070;lahka neoznačena steza;210
Vajnež;1165;zelo zahtevna neoznačena steza;240
Vajnež;1200;lahka neoznačena steza;240
Vajnež;900;lahka neoznačena steza;170
Valvasorjev dom pod Stolom;561;lahka označena pot;80
Valvasorjev dom pod Stolom;561;lahka označena pot;105
Valvasorjev dom pod Stolom;581;lahka označena pot;90
Valvasorjev dom pod Stolom;225;lahka označena pot;120
Velika Boncla;356;lahka neoznačena steza;60
Velika glava;1000;lahka neoznačena steza;150
Velika glava;925;lahka neoznačena steza;190
Veliki Javornik (Ženiklovec);593;lahka neoznačena steza;110
Veliki Javornik (Ženiklovec);916;lahka neoznačena steza;165
Veliki Javornik (Ženiklovec);735;lahka neoznačena steza;150
Veliki Javornik (Ženiklovec);531;lahka neoznačena steza;90
Veliki Javornik (Ženiklovec);916;lahka neoznačena steza;165
Veliki Juhej;105;lahka neoznačena steza;25
Veliki vrh (Košuta);1173;lahka označena pot;200
Veliki vrh (Košuta);788;lahka označena pot;135
Veliki vrh (Košuta);1160;zelo zahtevna označena pot;190
Veliki vrh (Košuta);650;lahka neoznačena steza;120
Veliki vrh (Košuta);1050;lahka označena pot;180
Veliki vrh (Košuta);1430;lahka označena pot;255
Veliki vrh (Košuta);1150;zelo zahtevna označena pot;230
Veliki vrh (Košuta);1180;zelo zahtevna označena pot;230
Veliki vrh (Košuta);1435;zelo zahtevna označena pot;275
Veliki vrh (nad Mežiško dolino);730;lahka neoznačena steza;160
Veliki vrh (nad Mežiško dolino);225;lahka neoznačena steza;70
Veliki vrh (nad Mežiško dolino);601;lahka neoznačena steza;105
Veliki vrh (nad Mežiško dolino);655;lahka neoznačena steza;145
Veliki vrh (nad Mežiško dolino);100;lahka neoznačena steza;15
Veliki vrh nad Komatevro;765;lahko brezpotje;165
Veliki vrh nad Završnikom;500;lahka označena pot;105
Veliki vrh nad Završnikom;320;lahka neoznačena steza;80
Veliki vrh nad Završnikom;465;lahka označena pot;100
Veliki vrh nad Završnikom;475;lahka neoznačena steza;100
Veliki vrh nad Završnikom;388;lahka neoznačena steza;80
Veliko Kladivo;1260;delno zahtevna označena pot;200
Veliko Kladivo;900;delno zahtevna označena pot;135
Veliko Kladivo;566;lahka neoznačena steza;90
Veliko Kladivo;715;zahtevna označena pot;135
Veliko Kladivo;650;lahka neoznačena steza, delno zahtevna označena pot;120
Veliko Kladivo;1125;delno zahtevna označena pot;180
Veliko Kladivo;1363;delno zahtevna označena pot;210
Veliko Kladivo;1440;delno zahtevna označena pot;210
Vetrh vrh;436;lahko brezpotje;90
Vinska gora;450;lahka označena pot;80
Vinska gora;180;lahka označena pot;40
Virnikov Grintovec;800;lahka označena pot;135
Virnikov Grintovec;554;lahka označena pot;90
Virnikov Grintovec;525;lahka neoznačena steza, lahka označena pot;120
Virnikov Grintovec;685;lahka označena pot;135
Virnikov Grintovec;800;lahka neoznačena steza, lahka označena pot;150
Virnikov Grintovec;820;lahka neoznačena steza, lahka označena pot;150
Virnikova planina;306;lahka označena pot;65
Visoka Bavha;735;lahka neoznačena steza;120
Visoki vrh;1000;zahtevno brezpotje;180
Visoki vrh;875;lahka neoznačena steza;175
Visoki vrh;821;lahka neoznačena steza;160
Visoko;546;lahka označena pot;105
Visoko;62;lahka označena pot;20
Volinjak;356;lahka označena pot;65
Volinjak;400;lahka označena pot;70
Volinjak;445;lahka označena pot;75
Volinjak;356;lahka označena pot;65
Volinjak;460;lahka označena pot;85
Volinjak;460;lahka označena pot;85
Vošca;737;lahka neoznačena steza;120
Vošca;249;lahka neoznačena steza;35
Vošca;777;lahka neoznačena steza;125
Vošca;957;lahka neoznačena steza;150
Vošca;870;lahka neoznačena steza;165
Vošca;860;lahka neoznačena steza;155
Votlina Kralja Matjaža;650;lahka označena pot;115
Votlina Kralja Matjaža;860;lahka označena pot;150
Votlina Kralja Matjaža;1060;lahka označena pot;200
Vrh Ljubeljščice (Triangel);646;lahka neoznačena steza;110
Vrh Ljubeljščice (Triangel);750;zelo zahtevna neoznačena steza;150
Vrh Ljubeljščice (Triangel);800;zelo zahtevna neoznačena steza;165
Vrtača;1123;delno zahtevna označena pot;210
Vrtača;1123;zelo zahtevno brezpotje;195
Vrtača;1111;delno zahtevna označena pot;210
Vrtača;1111;zahtevno brezpotje;180
Vrtača;1111;alpinistični vzpon;240
Vrtača;1200;lahko brezpotje, delno zahtevna označena pot;250
Vrtača;1200;zahtevna označena pot;285
Vrtača;1111;lahka neoznačena steza, delno zahtevna označena pot;210
Vrtača;1075;delno zahtevna označena pot;240
Vrtača;1200;zahtevna označena pot;285
Vrtača;1150;lahka neoznačena steza, delno zahtevna označena pot;270
Vrtača;1111;lahka neoznačena steza, delno zahtevna označena pot;210
Zabreška planina;190;lahka označena pot;80
Zabreška planina;100;lahka neoznačena steza;20
Zajčnik;786;lahka neoznačena steza;130
Zajčnik;1121;lahka označena pot;215
Zajčnik;1121;lahka označena pot;215
Zajmenove peči;975;zahtevno brezpotje;170
Zajmenove peči;925;zahtevno brezpotje;165
Zavetišče na Kalu;454;lahka označena pot;80
Zavetišče na Kalu;381;lahka označena pot;60
Zavetišče na Kalu;700;lahka označena pot;160
Zavetišče na Kalu;470;lahka neoznačena steza;95
Zavetišče na Kalu;550;lahka označena pot;120
Zavetišče na planini Šija;710;lahka označena pot;125
Zavetišče na planini Šija;525;lahka označena pot;210
Zavetišče na planini Šija;770;lahka neoznačena steza;165
Zbelovski grad;133;lahka neoznačena steza;15
Zbelovski grad;136;lahka označena pot;17
Zelenjak;966;zelo zahtevna neoznačena steza;175
Zelenjak;975;zelo zahtevna neoznačena steza;175
Zelenjak;1050;zelo zahtevna neoznačena steza;205
Železna (Kisla) voda;-25;lahka označena pot;3
Žirovniška planina;30;lahka označena pot;20
Žirovniška planina;210;lahka označena pot;100
Žleb (Suho ruševje);920;lahka neoznačena steza;160
Žmitkov špic;244;delno zahtevna označena pot;45
Ančnikovo gradišče;430;lahka označena pot;80
Anski vrh (nad Pamečami);600;lahka označena pot;180
Brinjeva gora (nad Zrečami);245;lahka označena pot;90
Brinjeva gora (nad Zrečami);245;lahka označena pot;90
Brinjeva gora (nad Zrečami);240;lahka označena pot;45
Brinjeva gora (nad Zrečami);250;lahka označena pot;60
Brinjeva gora (nad Zrečami);240;lahka označena pot;50
Črni vrh;903;lahka označena pot;150
Črni vrh;100;lahka označena pot;40
Črni vrh;185;lahka označena pot;60
Črni vrh;1050;lahka označena pot;225
Črno jezero na Pohorju;30;lahka označena pot;20
Črno jezero na Pohorju;115;lahka označena pot;50
Črno jezero na Pohorju;970;lahka označena pot;215
Črno jezero na Pohorju;240;lahka označena pot;115
Črno jezero na Pohorju;920;lahka označena pot;210
Črno jezero na Pohorju;550;lahka označena pot;145
Črno jezero na Pohorju;605;lahka označena pot;150
Dom na Osankarici;250;lahka označena pot;120
Dom na Osankarici;970;lahka označena pot;225
Dom na Osankarici;300;lahka označena pot;150
Dom na Osankarici;850;lahka označena pot;180
Dom na Osankarici;150;lahka označena pot;65
Dom na Osankarici;270;lahka označena pot;130
Dom na Osankarici;570;lahka označena pot;160
Dom na Osankarici;625;lahka označena pot;165
Dom na Osankarici;990;lahka označena pot;215
Framski slap;50;lahka označena pot;30
Framski slap;675;lahka neoznačena steza;170
Globokarjev vrh;340;lahka neoznačena steza;75
Golarjev vrh;600;lahka označena pot;110
Golek;385;lahka označena pot;85
Golek;380;lahka označena pot;90
Golek;390;lahka označena pot;75
Golek;385;lahka neoznačena steza;80
Golek;390;lahka označena pot;95
Golika;240;lahka označena pot;50
Gradišče (nad Slovenj Gradcem);110;lahka označena pot, lahka neoznačena steza;30
Grmovškov dom pod Veliko Kopo;100;lahka označena pot;90
Grmovškov dom pod Veliko Kopo;855;lahka označena pot;165
Hlebov vrh (Rdeči Breg);463;lahka označena pot;130
Hlebov vrh (Rdeči Breg);615;lahka označena pot;120
Hlebov vrh (Rdeči Breg);500;lahka označena pot;90
Hlebov vrh (Rdeči Breg);665;lahka označena pot;170
Hlebov vrh (Rdeči Breg);478;lahka označena pot;100
Hlebov vrh (Rdeči Breg);537;lahka označena pot;150
Hlebov vrh (Rdeči Breg);650;lahka označena pot;175
Hlebov vrh (Rdeči Breg);585;lahka označena pot;160
Hožičev vrh;130;lahka označena pot;40
Izletniška kmetija Ančka;75;lahka označena pot;40
Izletniška kmetija Ančka;70;lahka označena pot;20
Izvir Polskave;530;lahka označena pot;155
Izvir Polskave;35;lahka označena pot;25
Izvir Polskave;250;lahka označena pot;115
Izvir Polskave;415;lahka označena pot;165
Izvir reke Pake;853;lahka označena pot;180
Izvir Toplega (Studeniškega) potoka;35;lahka označena pot;5
Izvir Toplega (Studeniškega) potoka;100;lahka označena pot;45
Janški vrh;186;lahka označena pot;45
Janški vrh;250;lahka označena pot;90
Janški vrh;200;lahka označena pot;50
Janževski vrh;480;lahka označena pot;90
Janževski vrh;825;lahka označena pot;240
Jelovice;380;lahka označena pot, lahka neoznačena steza;60
Jelovice;410;lahka označena pot;100
Jelovice;430;lahka označena pot;100
Jezerc;10;lahka označena pot;60
Jezerce Drtičnikovo;535;lahka označena pot, lahka neoznačena steza;90
Jezerce Drtičnikovo;545;lahka označena pot, lahka neoznačena steza;90
Jezerski vrh;415;lahka označena pot;195
Jezerski vrh;50;lahka označena pot;15
Jezerski vrh;450;lahka označena pot;200
Jezerski vrh;385;lahka označena pot;185
Jezerski vrh;1245;lahka označena pot;260
Kapela sv. Ane v Puščavi;35;lahka označena pot;20
Kapela sv. Ane v Puščavi;20;lahka označena pot;8
Kebeljski grad (Zajčev grad);460;lahka označena pot;85
Kebeljski grad (Zajčev grad);96;lahka označena pot;20
Kebeljski grad (Zajčev grad);96;lahka označena pot;20
Kerješetov vrh;365;lahka neoznačena steza;90
Kerješetov vrh;390;lahka označena pot;90
Klančnik (Glančnik);565;lahka označena pot;135
Klančnik (Glančnik);500;lahka označena pot;120
Klančnik (Glančnik);590;lahka označena pot;130
Klančnik (Glančnik);490;lahka označena pot;120
Klančnik (Glančnik);442;lahka označena pot;95
Klančnik (Glančnik);625;lahka označena pot;150
Klančnik (Glančnik);501;lahka označena pot;145
Klopni vrh;80;lahka označena pot;15
Klopni vrh;315;lahka označena pot;120
Klopni vrh;350;lahka označena pot;165
Klopni vrh;200;lahka označena pot;125
Klopni vrh;315;lahka označena pot;120
Klopni vrh;914;lahka označena pot;165
Klopni vrh;914;lahka označena pot;165
Klopni vrh;935;lahka označena pot;150
Klopni vrh;80;lahka označena pot;15
Klopni vrh;935;lahka označena pot;150
Klopni vrh;945;lahka označena pot;185
Klopni vrh;945;lahka označena pot;185
Klopni vrh;1115;lahka označena pot;220
Klopni vrh;1115;lahka označena pot;235
Kluže;200;lahka neoznačena steza;45
Koča na Klopnem vrhu;520;lahka označena pot;150
Koča na Klopnem vrhu;885;lahka označena pot;210
Koča na Klopnem vrhu;235;lahka označena pot;105
Koča na Klopnem vrhu;1179;lahka označena pot;180
Koča na Klopnem vrhu;150;lahka označena pot;90
Koča na Klopnem vrhu;175;lahka označena pot;130
Koča na Klopnem vrhu;834;lahka označena pot;150
Koča na Klopnem vrhu;865;lahka označena pot;170
Koča na Klopnem vrhu;855;lahka označena pot;150
Koča na Klopnem vrhu;1035;lahka označena pot;220
Koča na Pesku;300;lahka označena pot;205
Koča na Pesku;45;lahka označena pot;35
Koča na Pesku;300;lahka označena pot;135
Koča na Pesku;995;lahka označena pot;240
Koča na Pesniku;387;lahka označena pot;65
Koča na Pesniku;387;lahka označena pot;85
Koča na Šumiku;150;lahka označena pot;105
Koča na Šumiku;75;lahka označena pot;90
Koča na Šumiku;150;lahka označena pot;120
